year,state,state_po,state_fips,state_cen,state_ic,office,district,candidate,party,candidatevotes,totalvotes
1996,North Carolina,NC,37,56,47,US House,10,Ben Neill,democrat,65103,226597
1996,North Carolina,NC,37,56,47,US House,11,Milton Burrill,natural law,1601,228025
1996,North Carolina,NC,37,56,47,US House,11,Phil McCanless,libertarian,2307,228025
1996,North Carolina,NC,37,56,47,US House,11,Charles H. Taylor,republican,132860,228025
1996,North Carolina,NC,37,56,47,US House,11,James Mark Ferguson,democrat,91257,228025
1996,North Carolina,NC,37,56,47,US House,12,Roger L. Kohn,libertarian,1874,174399
1996,North Carolina,NC,37,56,47,US House,12,Melvin L. Watt,democrat,124675,174399
1996,North Carolina,NC,37,56,47,US House,12,Joseph A. (Joe) Martino Jr.,republican,46581,174399
1996,North Carolina,NC,37,56,47,US House,12,Walter Lewis,natural law,1269,174399
1996,North Dakota,ND,38,44,36,US House,0,Kevin Cramer,republican,113684,263010
1996,North Dakota,ND,38,44,36,US House,0,Earl Pomeroy,democrat,144833,263010
1996,North Dakota,ND,38,44,36,US House,0,Kenneth R. Loughead,independent nomination,4493,263010
1996,Ohio,OH,39,31,24,US House,1,John G. Halley,natural law,5381,218424
1996,Ohio,OH,39,31,24,US House,1,Mark P. Longabaugh,democrat,94719,218424
1996,Ohio,OH,39,31,24,US House,1,Steve Chabot,republican,118324,218424
1996,Ohio,OH,39,31,24,US House,2,Thomas R. Chandler,democrat,58715,259473
1996,Ohio,OH,39,31,24,US House,2,Rob Portman,republican,186853,259473
1996,Ohio,OH,39,31,24,US House,2,Kathleen M. McKnight,natural law,13905,259473
1996,Ohio,OH,39,31,24,US House,3,Tony P. Hall,democrat,144583,227203
1996,Ohio,OH,39,31,24,US House,3,Dorothy H. Mackey,natural law,5088,227203
1996,Ohio,OH,39,31,24,US House,3,David A. Westbrock,republican,75732,227203
1996,Ohio,OH,39,31,24,US House,3,NA,NA,1800,227203
1996,Ohio,OH,39,31,24,US House,4,Michael McCaffery,natural law,11057,227761
1996,Ohio,OH,39,31,24,US House,4,Michael G. Oxley,republican,147608,227761
1996,Ohio,OH,39,31,24,US House,4,Paul Anthony McClain,democrat,69096,227761
1996,Ohio,OH,39,31,24,US House,5,Annie Saunders,democrat,81170,238523
1996,Ohio,OH,39,31,24,US House,5,Paul E. Gilmor,republican,145892,238523
1996,Ohio,OH,39,31,24,US House,5,David J. Schaffer,natural law,11461,238523
1996,Ohio,OH,39,31,24,US House,6,Frank A. Cremeans,republican,111907,229926
1996,Ohio,OH,39,31,24,US House,6,NA,NA,16,229926
1996,Ohio,OH,39,31,24,US House,6,Ted Strickland,democrat,118003,229926
1996,Ohio,OH,39,31,24,US House,7,David L. Hobson,republican,158087,233001
1996,Ohio,OH,39,31,24,US House,7,Richard K. Blain,democrat,61419,233001
1996,Ohio,OH,39,31,24,US House,7,NA,NA,17,233001
1996,Ohio,OH,39,31,24,US House,7,Dawn Marie Johnson,natural law,13478,233001
1996,Ohio,OH,39,31,24,US House,8,Jeffrey D. Kitchen,democrat,61515,235943
1996,Ohio,OH,39,31,24,US House,8,John A. Boehner,republican,165815,235943
1996,Ohio,OH,39,31,24,US House,8,William Baker,natural law,8613,235943
1996,Ohio,OH,39,31,24,US House,9,Randy Whitman,republican,46040,221334
1996,Ohio,OH,39,31,24,US House,9,Marcy Kaptur,democrat,170617,221334
1996,Ohio,OH,39,31,24,US House,9,Elizabeth A. Slotnick,natural law,4677,221334
1996,Ohio,OH,39,31,24,US House,10,Dennis J. Kucinich,democrat,110723,225696
1996,Ohio,OH,39,31,24,US House,10,Robert B. Iverson,natural law,10415,225696
1996,Ohio,OH,39,31,24,US House,10,NA,NA,12,225696
1996,Ohio,OH,39,31,24,US House,10,Martin R. Hoke,republican,104546,225696
1996,Ohio,OH,39,31,24,US House,11,Sonja Glavina,natural law,6665,189039
1996,Ohio,OH,39,31,24,US House,11,Louis Stokes,democrat,153546,189039
1996,Ohio,OH,39,31,24,US House,11,NA,NA,7,189039
1996,Ohio,OH,39,31,24,US House,11,James J. Sykora,republican,28821,189039
1996,Ohio,OH,39,31,24,US House,12,Barbara Ann Edelman,natural law,7005,237434
1996,Ohio,OH,39,31,24,US House,12,John R. Kasich,republican,151667,237434
1996,Ohio,OH,39,31,24,US House,12,Cynthia L. Ruccia,democrat,78762,237434
1996,Ohio,OH,39,31,24,US House,13,Sherrod Brown,democrat,148690,244505
1996,Ohio,OH,39,31,24,US House,13,Kenneth C. Blair Jr.,republican,87108,244505
1996,Ohio,OH,39,31,24,US House,13,David Kluter,natural law,8707,244505
1996,Ohio,OH,39,31,24,US House,14,Terry E. Wilkinson,natural law,8976,228435
1996,Ohio,OH,39,31,24,US House,14,Thomas C. Sawyer,democrat,124136,228435
1996,Ohio,OH,39,31,24,US House,14,NA,NA,16,228435
1996,Ohio,OH,39,31,24,US House,14,Joyce George,republican,95307,228435
1996,Ohio,OH,39,31,24,US House,15,Cliff Arnebeck Jr.,democrat,64665,221441
1996,Ohio,OH,39,31,24,US House,15,Deborah Pryce,republican,156776,221441
1996,Ohio,OH,39,31,24,US House,16,Thomas E. Burkhart,democrat,64902,231827
1996,Ohio,OH,39,31,24,US House,16,Ralph Regula,republican,159314,231827
1996,Ohio,OH,39,31,24,US House,16,Brad Graef,natural law,7611,231827
1996,Ohio,OH,39,31,24,US House,17,James A. Traficant Jr.,democrat,218283,239968
1996,Ohio,OH,39,31,24,US House,17,James M. Cahaney,natural law,21685,239968
1996,Ohio,OH,39,31,24,US House,18,Robert W. Ney,republican,117365,233843
1996,Ohio,OH,39,31,24,US House,18,Robert L. Burch,democrat,108332,233843
1996,Ohio,OH,39,31,24,US House,18,Margaret Chitti,natural law,8146,233843
1996,Ohio,OH,39,31,24,US House,19,Thomas J. Coyne Jr.,democrat,101152,246819
1996,Ohio,OH,39,31,24,US House,19,Steven C. LaTourette,republican,135012,246819
1996,Ohio,OH,39,31,24,US House,19,Thomas A. Martin,natural law,10655,246819
1996,Oklahoma,OK,40,73,53,US House,1,Randolph John Amen,democrat,57996,210407
1996,Oklahoma,OK,40,73,53,US House,1,Steve Largent,republican,143415,210407
1996,Oklahoma,OK,40,73,53,US House,1,Karla Condray,independent,8996,210407
1996,Oklahoma,OK,40,73,53,US House,2,Glen D. Johnson,democrat,90120,202393
1996,Oklahoma,OK,40,73,53,US House,2,Tom A. Coburn,republican,112273,202393
1996,Oklahoma,OK,40,73,53,US House,3,Scott Demaree,independent,6335,191508
1996,Oklahoma,OK,40,73,53,US House,3,Wes Watkins,republican,98526,191508
1996,Oklahoma,OK,40,73,53,US House,3,Darryl Roberts,democrat,86647,191508
1996,Oklahoma,OK,40,73,53,US House,4,Robert T. Murphy,libertarian,4500,185373
1996,Oklahoma,OK,40,73,53,US House,4,J. C. Watts Jr.,republican,106923,185373
1996,Oklahoma,OK,40,73,53,US House,4,Ed Crocker,democrat,73950,185373
1996,Oklahoma,OK,40,73,53,US House,5,James L. Forsythe,democrat,57594,212791
1996,Oklahoma,OK,40,73,53,US House,5,Ernest J. Istook Jr.,republican,148362,212791
1996,Oklahoma,OK,40,73,53,US House,5,Ava Kennedy,independent,6835,212791
1996,Oklahoma,OK,40,73,53,US House,6,Paul M. Barby,democrat,64173,177672
1996,Oklahoma,OK,40,73,53,US House,6,Frank D. Lucas,republican,113499,177672
1996,Oregon,OR,41,92,72,US House,1,Richard Johnson,libertarian,6310,278604
1996,Oregon,OR,41,92,72,US House,1,Elizabeth Furse,democrat,144588,278604
1996,Oregon,OR,41,92,72,US House,1,David Princ,socialist,1146,278604
1996,Oregon,OR,41,92,72,US House,1,Bill Witt,republican,126146,278604
1996,Oregon,OR,41,92,72,US House,1,Other,,414,278604
1996,Oregon,OR,41,92,72,US House,2,Robert F. Smith,republican,164062,266056
1996,Oregon,OR,41,92,72,US House,2,Other,,218,266056
1996,Oregon,OR,41,92,72,US House,2,Frank Wise,libertarian,4581,266056
1996,Oregon,OR,41,92,72,US House,2,Mike Dugan,democrat,97195,266056
1996,Oregon,OR,41,92,72,US House,3,Bruce Alexander Knight,libertarian,4474,247909
1996,Oregon,OR,41,92,72,US House,3,Earl Blumenauer,democrat,165922,247909
1996,Oregon,OR,41,92,72,US House,3,Joe Keating,green,9274,247909
1996,Oregon,OR,41,92,72,US House,3,Other,,531,247909
1996,Oregon,OR,41,92,72,US House,3,Scott Bruun,republican,65259,247909
1996,Oregon,OR,41,92,72,US House,3,Victoria P. Guillebeau,socialist,2449,247909
1996,Oregon,OR,41,92,72,US House,4,Peter A. DeFazio,democrat,177270,269856
1996,Oregon,OR,41,92,72,US House,4,John D. Newkirk,republican,76649,269856
1996,Oregon,OR,41,92,72,US House,4,William (Bill) Bonville,reform,3960,269856
1996,Oregon,OR,41,92,72,US House,4,David G. Duemler,socialist,1373,269856
1996,Oregon,OR,41,92,72,US House,4,Allan Opus,green,1311,269856
1996,Oregon,OR,41,92,72,US House,4,Tonie Nathan,libertarian,4919,269856
1996,Oregon,OR,41,92,72,US House,4,Other,,4374,269856
1996,Oregon,OR,41,92,72,US House,5,Jim Bunn,republican,125409,272636
1996,Oregon,OR,41,92,72,US House,5,Other,,391,272636
1996,Oregon,OR,41,92,72,US House,5,Darlene Hooley,democrat,139521,272636
1996,Oregon,OR,41,92,72,US House,5,Trey Smith,socialist,2124,272636
1996,Oregon,OR,41,92,72,US House,5,Lawrence Kinght Duquesne,libertarian,5191,272636
1996,Pennsylvania,PA,42,23,14,US House,1,James D. Cella,republican,20734,165945
1996,Pennsylvania,PA,42,23,14,US House,1,Thomas M. Foglietta,democrat,145210,165945
1996,Pennsylvania,PA,42,23,14,US House,1,NA,NA,1,165945
1996,Pennsylvania,PA,42,23,14,US House,2,NA,NA,3,191937
1996,Pennsylvania,PA,42,23,14,US House,2,Larry G. Murphy,republican,23047,191937
1996,Pennsylvania,PA,42,23,14,US House,2,Chaka Fattah,democrat,168887,191937
1996,Pennsylvania,PA,42,23,14,US House,3,Joseph M. McColgan,republican,54681,175801
1996,Pennsylvania,PA,42,23,14,US House,3,Robert A. Borski,democrat,121120,175801
1996,Pennsylvania,PA,42,23,14,US House,4,Paul T. Adametz,republican,79448,222167
1996,Pennsylvania,PA,42,23,14,US House,4,Ron Klink,democrat,142621,222167
1996,Pennsylvania,PA,42,23,14,US House,4,NA,NA,98,222167
1996,Pennsylvania,PA,42,23,14,US House,5,NA,NA,73,193003
1996,Pennsylvania,PA,42,23,14,US House,5,John E. Peterson,republican,116303,193003
1996,Pennsylvania,PA,42,23,14,US House,5,Ruth C. Rudy,democrat,76627,193003
1996,Pennsylvania,PA,42,23,14,US House,6,Thomas E. List,natural law,1475,196729
1996,Pennsylvania,PA,42,23,14,US House,6,Tim Holden,democrat,115193,196729
1996,Pennsylvania,PA,42,23,14,US House,6,Christian Y. Leinbach,republican,80061,196729
1996,Pennsylvania,PA,42,23,14,US House,7,NA,NA,16,246666
1996,Pennsylvania,PA,42,23,14,US House,7,John Pronchik,natural law,1688,246666
1996,Pennsylvania,PA,42,23,14,US House,7,John F. Innelli,democrat,79875,246666
1996,Pennsylvania,PA,42,23,14,US House,7,Curt Weldon,republican,165087,246666
1996,Pennsylvania,PA,42,23,14,US House,8,James C. Greenwood,republican,133749,226322
1996,Pennsylvania,PA,42,23,14,US House,8,Richard J. Piotrowski,libertarian,6991,226322
1996,Pennsylvania,PA,42,23,14,US House,8,John P. Murray,democrat,79856,226322
1996,Pennsylvania,PA,42,23,14,US House,8,NA,NA,12,226322
1996,Pennsylvania,PA,42,23,14,US House,8,David A. Booth,constitution,5714,226322
1996,Pennsylvania,PA,42,23,14,US House,9,Bud Shuster,republican,142105,192822
1996,Pennsylvania,PA,42,23,14,US House,9,Monte Kemmler,democrat,50650,192822
1996,Pennsylvania,PA,42,23,14,US House,9,NA,NA,67,192822
1996,Pennsylvania,PA,42,23,14,US House,10,Thomas J. McLaughlin,reform,8311,208540
1996,Pennsylvania,PA,42,23,14,US House,10,Joseph M. McDade,republican,124670,208540
1996,Pennsylvania,PA,42,23,14,US House,10,NA,NA,23,208540
1996,Pennsylvania,PA,42,23,14,US House,10,Joe Cullen,democrat,75536,208540
1996,Pennsylvania,PA,42,23,14,US House,11,Stephen A. Urban,republican,60339,188609
1996,Pennsylvania,PA,42,23,14,US House,11,NA,NA,12,188609
1996,Pennsylvania,PA,42,23,14,US House,11,Paul E. Kanjorski,democrat,128258,188609
1996,Pennsylvania,PA,42,23,14,US House,12,John P. Murtha,democrat,136815,195481
1996,Pennsylvania,PA,42,23,14,US House,12,NA,NA,23,195481
1996,Pennsylvania,PA,42,23,14,US House,12,Bill Choby,republican,58643,195481
1996,Pennsylvania,PA,42,23,14,US House,13,Joseph M. Hoeffel,democrat,120220,245979
1996,Pennsylvania,PA,42,23,14,US House,13,Bill Ryan,natural law,525,245979
1996,Pennsylvania,PA,42,23,14,US House,13,Jon D. Fox,republican,120304,245979
1996,Pennsylvania,PA,42,23,14,US House,13,Thomas Patrick Burke,libertarian,4930,245979
1996,Pennsylvania,PA,42,23,14,US House,14,William J. Coyne,democrat,122922,202578
1996,Pennsylvania,PA,42,23,14,US House,14,Paul Scherrer,socialist equality,713,202578
1996,Pennsylvania,PA,42,23,14,US House,14,Bill Ravotti,republican,78921,202578
1996,Pennsylvania,PA,42,23,14,US House,14,NA,NA,22,202578
1996,Pennsylvania,PA,42,23,14,US House,15,Paul McHale,democrat,109812,200363
1996,Pennsylvania,PA,42,23,14,US House,15,NA,NA,5,200363
1996,Pennsylvania,PA,42,23,14,US House,15,Philip E. Faust,natural law,812,200363
1996,Pennsylvania,PA,42,23,14,US House,15,Nicholas R. Sabatine III,reform,6931,200363
1996,Pennsylvania,PA,42,23,14,US House,15,Bob Kilbanks,republican,82803,200363
1996,Pennsylvania,PA,42,23,14,US House,16,James G. Blaine,democrat,78598,209602
1996,Pennsylvania,PA,42,23,14,US House,16,NA,NA,8,209602
1996,Pennsylvania,PA,42,23,14,US House,16,Joseph R. Pitts,republican,124511,209602
1996,Pennsylvania,PA,42,23,14,US House,16,Robert S. Yorczyk,reform,6485,209602
1996,Pennsylvania,PA,42,23,14,US House,17,George W. Gekas,republican,150678,208616
1996,Pennsylvania,PA,42,23,14,US House,17,NA,NA,27,208616
1996,Pennsylvania,PA,42,23,14,US House,17,Paul Kattl,democrat,57911,208616
1996,Pennsylvania,PA,42,23,14,US House,18,Ralph A. Emmerich,natural law,883,214990
1996,Pennsylvania,PA,42,23,14,US House,18,Michael F. Doyle,democrat,120410,214990
1996,Pennsylvania,PA,42,23,14,US House,18,Richard Edward Caligiuri,independent,6859,214990
1996,Pennsylvania,PA,42,23,14,US House,18,David B. Fawcett,republican,86829,214990
1996,Pennsylvania,PA,42,23,14,US House,18,NA,NA,9,214990
1996,Pennsylvania,PA,42,23,14,US House,19,NA,NA,109,208963
1996,Pennsylvania,PA,42,23,14,US House,19,William F. Goodling,republican,130716,208963
1996,Pennsylvania,PA,42,23,14,US House,19,Francis Worley,francis worley congress,3194,208963
1996,Pennsylvania,PA,42,23,14,US House,19,Scott L. Chronister,democrat,74944,208963
1996,Pennsylvania,PA,42,23,14,US House,20,Mike McCormick,republican,97004,210402
1996,Pennsylvania,PA,42,23,14,US House,20,NA,NA,4,210402
1996,Pennsylvania,PA,42,23,14,US House,20,Frank Mascara,democrat,113394,210402
1996,Pennsylvania,PA,42,23,14,US House,21,NA,NA,9,210888
1996,Pennsylvania,PA,42,23,14,US House,21,Ronald A. Dinicola,democrat,104004,210888
1996,Pennsylvania,PA,42,23,14,US House,21,Phil English,republican,106875,210888
1996,Rhode Island,RI,44,15,5,US House,1,Patrick J. Kennedy,democrat,121781,175425
1996,Rhode Island,RI,44,15,5,US House,1,Giovanni D. Cicione,republican,49199,175425
1996,Rhode Island,RI,44,15,5,US House,1,Graham R. Schwass,independent,1408,175425
1996,Rhode Island,RI,44,15,5,US House,1,Michael J. Rollins,independent,1737,175425
1996,Rhode Island,RI,44,15,5,US House,1,Gregory Raposa,independent,1300,175425
1996,Rhode Island,RI,44,15,5,US House,2,Jack D. Potter,independent,1695,184318
1996,Rhode Island,RI,44,15,5,US House,2,Robert A. Weygand,democrat,118827,184318
1996,Rhode Island,RI,44,15,5,US House,2,Thomas J. Ricci,independent,3139,184318
1996,Rhode Island,RI,44,15,5,US House,2,Gail Alison Casman,independent,2199,184318
1996,Rhode Island,RI,44,15,5,US House,2,Richard E. Wild,republican,58458,184318
1996,South Carolina,SC,45,57,48,US House,1,"Marshall """"Mark"""" Sanford",republican,138467,143572
1996,South Carolina,SC,45,57,48,US House,1,Joseph F. Innella,natural law,5105,143572
1996,South Carolina,SC,45,57,48,US House,2,Floyd Spence,republican,158229,175942
1996,South Carolina,SC,45,57,48,US House,2,Maurice T. Raiford,natural law,17713,175942
1996,South Carolina,SC,45,57,48,US House,3,Lindsey O. Graham,republican,114273,189525
1996,South Carolina,SC,45,57,48,US House,3,Lindal Pennington,natural law,1835,189525
1996,South Carolina,SC,45,57,48,US House,3,Debbie Dorn,democrat,73417,189525
1996,South Carolina,SC,45,57,48,US House,4,C. Faye Walters,natural law,2501,194792
1996,South Carolina,SC,45,57,48,US House,4,Darrell E. Curry,democrat,54126,194792
1996,South Carolina,SC,45,57,48,US House,4,Bob Inglis,republican,138165,194792
1996,South Carolina,SC,45,57,48,US House,5,P. G. Joshi,natural law,1159,179949
1996,South Carolina,SC,45,57,48,US House,5,Larry L. Bigham,republican,81455,179949
1996,South Carolina,SC,45,57,48,US House,5,John M. Spratt Jr.,democrat,97335,179949
1996,South Carolina,SC,45,57,48,US House,6,Savitap Joshi,natural law,948,173054
1996,South Carolina,SC,45,57,48,US House,6,James E. Clyburn,democrat,120132,173054
1996,South Carolina,SC,45,57,48,US House,6,Gary McLeod,republican,51974,173054
1996,South Dakota,SD,46,45,37,US House,0,Kurt Evans,independent,6866,323203
1996,South Dakota,SD,46,45,37,US House,0,Stacey L. Nelson,independent,10397,323203
1996,South Dakota,SD,46,45,37,US House,0,John R. Thune,republican,186393,323203
1996,South Dakota,SD,46,45,37,US House,0,Rick Weiland,democrat,119547,323203
1996,Tennessee,TN,47,62,54,US House,1,Mike Fugate,independent,440,181708
1996,Tennessee,TN,47,62,54,US House,1,Bill Bull Durham,independent,885,181708
1996,Tennessee,TN,47,62,54,US House,1,James B. Taylor,independent,1089,181708
1996,Tennessee,TN,47,62,54,US House,1,NA,NA,26,181708
1996,Tennessee,TN,47,62,54,US House,1,William L. Jenkins,republican,117676,181708
1996,Tennessee,TN,47,62,54,US House,1,Dave Davis,independent,1947,181708
1996,Tennessee,TN,47,62,54,US House,1,John Curtis,independent,621,181708
1996,Tennessee,TN,47,62,54,US House,1,Paul Schmidt,independent,367,181708
1996,Tennessee,TN,47,62,54,US House,1,Kay C. Smith,democrat,58657,181708
1996,Tennessee,TN,47,62,54,US House,2,NA,NA,6,213574
1996,Tennessee,TN,47,62,54,US House,2,Chris G. Dimit,independent,1306,213574
1996,Tennessee,TN,47,62,54,US House,2,Stephen Smith,democrat,61020,213574
1996,Tennessee,TN,47,62,54,US House,2,John J. Duncan Jr.,republican,150953,213574
1996,Tennessee,TN,47,62,54,US House,2,George Njezic,independent,289,213574
1996,Tennessee,TN,47,62,54,US House,3,"Charles N. """"Chuck"""" Jolly",democrat,85714,201444
1996,Tennessee,TN,47,62,54,US House,3,NA,NA,4,201444
1996,Tennessee,TN,47,62,54,US House,3,William A. Cole,independent,1002,201444
1996,Tennessee,TN,47,62,54,US House,3,"Richard M. """"Dick"""" Sims",independent,294,201444
1996,Tennessee,TN,47,62,54,US House,3,Thomas Ed Morrell,independent,304,201444
1996,Tennessee,TN,47,62,54,US House,3,Zach Wamp,republican,113408,201444
1996,Tennessee,TN,47,62,54,US House,3,"Walt """"Combat"""" Ward",independent,718,201444
1996,Tennessee,TN,47,62,54,US House,4,NA,NA,5,178063
1996,Tennessee,TN,47,62,54,US House,4,Preston T. Spaulding,independent,561,178063
1996,Tennessee,TN,47,62,54,US House,4,Van Hilleary,republican,103091,178063
1996,Tennessee,TN,47,62,54,US House,4,J. Patrick Lyons,independent,1075,178063
1996,Tennessee,TN,47,62,54,US House,4,Mark Stewart,democrat,73331,178063
1996,Tennessee,TN,47,62,54,US House,5,Bob Clement,democrat,140264,193783
1996,Tennessee,TN,47,62,54,US House,5,Steven L. Edmondson,republican,46201,193783
1996,Tennessee,TN,47,62,54,US House,5,Mike Childers,independent,7318,193783
1996,Tennessee,TN,47,62,54,US House,6,NA,NA,1,227571
1996,Tennessee,TN,47,62,54,US House,6,Steve Gill,republican,94599,227571
1996,Tennessee,TN,47,62,54,US House,6,Bart Gordon,democrat,123846,227571
1996,Tennessee,TN,47,62,54,US House,6,Jim Coffer,independent,9125,227571
1996,Tennessee,TN,47,62,54,US House,7,Don Trotter,democrat,64512,193742
1996,Tennessee,TN,47,62,54,US House,7,NA,NA,10,193742
1996,Tennessee,TN,47,62,54,US House,7,Ed Bryant,republican,126737,193742
1996,Tennessee,TN,47,62,54,US House,7,Steven E. Romer,independent,2483,193742
1996,Tennessee,TN,47,62,54,US House,8,Tom Watson,republican,55024,183898
1996,Tennessee,TN,47,62,54,US House,8,NA,NA,377,183898
1996,Tennessee,TN,47,62,54,US House,8,John S. Tanner,democrat,123681,183898
1996,Tennessee,TN,47,62,54,US House,8,Donna Malone,independent,4816,183898
1996,Tennessee,TN,47,62,54,US House,9,Johnny E. Kelly,independent,156,190414
1996,Tennessee,TN,47,62,54,US House,9,Bill Taylor,independent,179,190414
1996,Tennessee,TN,47,62,54,US House,9,NA,NA,10,190414
1996,Tennessee,TN,47,62,54,US House,9,Greg Voehringer,independent,327,190414
1996,Tennessee,TN,47,62,54,US House,9,Mary D. Taylor,independent,498,190414
1996,Tennessee,TN,47,62,54,US House,9,Don Fox,independent,146,190414
1996,Tennessee,TN,47,62,54,US House,9,Silky Sullivan,independent,957,190414
1996,Tennessee,TN,47,62,54,US House,9,Harold E. Ford Jr.,democrat,116345,190414
1996,Tennessee,TN,47,62,54,US House,9,Tom Jeannette,independent,222,190414
1996,Tennessee,TN,47,62,54,US House,9,Del Gill,independent,199,190414
1996,Tennessee,TN,47,62,54,US House,9,Rod DeBerry,republican,70951,190414
1996,Tennessee,TN,47,62,54,US House,9,Anthony Burton,independent,424,190414
1996,Texas,TX,48,74,49,US House,1,Max Sandlin,democrat,102697,199170
1996,Texas,TX,48,74,49,US House,1,Margaret A. Palms,natural law,3368,199170
1996,Texas,TX,48,74,49,US House,1,Ed Merritt,republican,93105,199170
1996,Texas,TX,48,74,49,US House,2,David Constant,libertarian,1240,196971
1996,Texas,TX,48,74,49,US House,2,Henry McCullough,independent,2390,196971
1996,Texas,TX,48,74,49,US House,2,Gary Hardy,natural law,595,196971
1996,Texas,TX,48,74,49,US House,2,Brian Babin,republican,89838,196971
1996,Texas,TX,48,74,49,US House,2,Jim Turner,democrat,102908,196971
1996,Texas,TX,48,74,49,US House,3,Sam Johnson,republican,142325,195026
1996,Texas,TX,48,74,49,US House,3,Lee Cole,democrat,47654,195026
1996,Texas,TX,48,74,49,US House,3,NA,NA,2,195026
1996,Texas,TX,48,74,49,US House,3,John Davis,libertarian,5045,195026
1996,Texas,TX,48,74,49,US House,4,Jerry Ray Hall,republican,71065,207177
1996,Texas,TX,48,74,49,US House,4,Steve Rothacker,libertarian,3172,207177
1996,Texas,TX,48,74,49,US House,4,Ralph M. Hall,democrat,132126,207177
1996,Texas,TX,48,74,49,US House,4,Enos M. Denham Jr.,natural law,814,207177
1996,Texas,TX,48,74,49,US House,5,John Pouland,democrat,70922,151119
1996,Texas,TX,48,74,49,US House,5,NA,NA,1,151119
1996,Texas,TX,48,74,49,US House,5,Pete Sessions,republican,80196,151119
1996,Texas,TX,48,74,49,US House,6,"Janet Carroll """"Skeet"""" Richardson",independent,26713,208516
1996,Texas,TX,48,74,49,US House,6,Joe Barton,republican,160800,208516
1996,Texas,TX,48,74,49,US House,6,Doug Williams,u.s. taxpayers,6547,208516
1996,Texas,TX,48,74,49,US House,6,Catherine A. Anderson,libertarian,14456,208516
1996,Texas,TX,48,74,49,US House,7,Al J. K. Siegmund,democrat,28187,186831
1996,Texas,TX,48,74,49,US House,7,Bill Archer,republican,152024,186831
1996,Texas,TX,48,74,49,US House,7,Gene Hsiao,independent,3896,186831
1996,Texas,TX,48,74,49,US House,7,Robert R. (Randy) Sims Jr.,independent,2724,186831
1996,Texas,TX,48,74,49,US House,8,Gene Fontenot,republican,75399,193659
1996,Texas,TX,48,74,49,US House,8,Robert Musemeche,democrat,11689,193659
1996,Texas,TX,48,74,49,US House,8,Cynthia (CJ) Newman,democrat,26246,193659
1996,Texas,TX,48,74,49,US House,8,Kevin Brady,republican,30366,51370
1996,Texas,TX,48,74,49,US House,8,Kevin Brady,republican,80325,193659
1996,Texas,TX,48,74,49,US House,8,Gene Fontenot,republican,21004,51370
1996,Texas,TX,48,74,49,US House,9,Nick Lampson,democrat,59225,112095
1996,Texas,TX,48,74,49,US House,9,Nick Lampson,democrat,83782,189840
1996,Texas,TX,48,74,49,US House,9,Geraldine Sam,democrat,17887,189840
1996,Texas,TX,48,74,49,US House,9,Steve Stockman,republican,52870,112095
1996,Texas,TX,48,74,49,US House,9,Steve Stockman,republican,88171,189840
1996,Texas,TX,48,74,49,US House,10,Teresa Doggett,republican,97204,234991
1996,Texas,TX,48,74,49,US House,10,Steve Klayman,natural law,1771,234991
1996,Texas,TX,48,74,49,US House,10,Gary Johnson,libertarian,3950,234991
1996,Texas,TX,48,74,49,US House,10,Lloyd Doggett,democrat,132066,234991
1996,Texas,TX,48,74,49,US House,11,Chet Edwards,democrat,99990,175935
1996,Texas,TX,48,74,49,US House,11,Ken Hardin,natural law,1396,175935
1996,Texas,TX,48,74,49,US House,11,Jay Mathis,republican,74549,175935
1996,Texas,TX,48,74,49,US House,12,Kay Granger,republican,98349,170204
1996,Texas,TX,48,74,49,US House,12,Heather Proffer,natural law,1996,170204
1996,Texas,TX,48,74,49,US House,12,Hugh Parmer,democrat,69859,170204
1996,Texas,TX,48,74,49,US House,13,Samuel Brown Silverman,democrat,56066,173627
1996,Texas,TX,48,74,49,US House,13,Don Harkey,natural law,1463,173627
1996,Texas,TX,48,74,49,US House,13,"William M. """"Mac"""" Thornberry",republican,116098,173627
1996,Texas,TX,48,74,49,US House,14,Charles (Lefty) Morris,democrat,93200,195699
1996,Texas,TX,48,74,49,US House,14,Ed Fasanella,natural law,2538,195699
1996,Texas,TX,48,74,49,US House,14,Ron Paul,republican,99961,195699
1996,Texas,TX,48,74,49,US House,15,Rub_n Hinojosa,democrat,86347,138594
1996,Texas,TX,48,74,49,US House,15,Rob Wofford,natural law,1333,138594
1996,Texas,TX,48,74,49,US House,15,Tom Haughey,republican,50914,138594
1996,Texas,TX,48,74,49,US House,16,Silvestre Reyes,democrat,90260,127784
1996,Texas,TX,48,74,49,US House,16,Rick Ledesma,republican,35271,127784
1996,Texas,TX,48,74,49,US House,16,Carl Proffer,natural law,2253,127784
1996,Texas,TX,48,74,49,US House,17,Rudy Izzard,republican,91429,192994
1996,Texas,TX,48,74,49,US House,17,Richard Caro,natural law,1887,192994
1996,Texas,TX,48,74,49,US House,17,Charles W. Stenholm,democrat,99678,192994
1996,Texas,TX,48,74,49,US House,18,Jerry Burley,republican,7877,137688
1996,Texas,TX,48,74,49,US House,18,Sheila Jackson-Lee,democrat,106111,137688
1996,Texas,TX,48,74,49,US House,18,Mike Lamson,democrat,4412,137688
1996,Texas,TX,48,74,49,US House,18,Larry White,republican,13956,137688
1996,Texas,TX,48,74,49,US House,18,George A. Young,republican,5332,137688
1996,Texas,TX,48,74,49,US House,19,John W. Sawyer,democrat,38316,195226
