year,state,state_po,state_fips,state_cen,state_ic,office,district,candidate,party,candidatevotes,totalvotes
1996,Texas,TX,48,74,49,US House,19,Larry Combest,republican,156910,195226
1996,Texas,TX,48,74,49,US House,20,Lyndon Felps,natural law,447,138409
1996,Texas,TX,48,74,49,US House,20,James Walker,republican,47616,138409
1996,Texas,TX,48,74,49,US House,20,Alejandro (Alex) De Pena,libertarian,2156,138409
1996,Texas,TX,48,74,49,US House,20,Henry B. Gonzalez,democrat,88190,138409
1996,Texas,TX,48,74,49,US House,21,Lamar S. Smith,republican,205830,269307
1996,Texas,TX,48,74,49,US House,21,Gordon H. Wharton,democrat,60338,269307
1996,Texas,TX,48,74,49,US House,21,Randy Rutenbeck,natural law,3139,269307
1996,Texas,TX,48,74,49,US House,22,Scott Douglas Cunningham,democrat,59030,185086
1996,Texas,TX,48,74,49,US House,22,Tom DeLay,republican,126056,185086
1996,Texas,TX,48,74,49,US House,23,Charles P. Jones,democrat,59596,163839
1996,Texas,TX,48,74,49,US House,23,Linda J. Caswell,natural law,2911,163839
1996,Texas,TX,48,74,49,US House,23,Henry Bonilla,republican,101332,163839
1996,Texas,TX,48,74,49,US House,24,Ed Harrison,republican,54551,139637
1996,Texas,TX,48,74,49,US House,24,Martin Frost,democrat,77847,139637
1996,Texas,TX,48,74,49,US House,24,Dale Mouton,independent,2574,139637
1996,Texas,TX,48,74,49,US House,24,Marion Jacob,democrat,4656,139637
1996,Texas,TX,48,74,49,US House,24,NA,NA,9,139637
1996,Texas,TX,48,74,49,US House,25,Brent Perry,republican,16737,128393
1996,Texas,TX,48,74,49,US House,25,Lloyd W. Oliver,republican,827,128393
1996,Texas,TX,48,74,49,US House,25,John Devine,republican,9070,128393
1996,Texas,TX,48,74,49,US House,25,Ron (RC) Meinke,republican,997,128393
1996,Texas,TX,48,74,49,US House,25,Dotty Quinn Collins,republican,561,128393
1996,Texas,TX,48,74,49,US House,25,Beverley Clark,democrat,21699,128393
1996,Texas,TX,48,74,49,US House,25,Ken Bentsen,democrat,29396,51288
1996,Texas,TX,48,74,49,US House,25,Dolly Madison McKenna,republican,21898,128393
1996,Texas,TX,48,74,49,US House,25,Ken G. Mathis,republican,3649,128393
1996,Texas,TX,48,74,49,US House,25,Dolly Madison McKenna,republican,21892,51288
1996,Texas,TX,48,74,49,US House,25,Jerry Freiwirth,socialist workers,270,128393
1996,Texas,TX,48,74,49,US House,25,John M. Sanchez,republican,8984,128393
1996,Texas,TX,48,74,49,US House,25,Ken Bentsen,democrat,43701,128393
1996,Texas,TX,48,74,49,US House,26,NA,NA,11,222342
1996,Texas,TX,48,74,49,US House,26,Richard K. Armey,republican,163708,222342
1996,Texas,TX,48,74,49,US House,26,Jerry Frankel,democrat,58623,222342
1996,Texas,TX,48,74,49,US House,27,Joe Gardner,republican,50964,150600
1996,Texas,TX,48,74,49,US House,27,Kevin G. Richardson,natural law,2286,150600
1996,Texas,TX,48,74,49,US House,27,Solomon P. Ortiz,democrat,97350,150600
1996,Texas,TX,48,74,49,US House,28,Mark L. Cude,republican,34191,146135
1996,Texas,TX,48,74,49,US House,28,Frank Tejeda,democrat,110148,146135
1996,Texas,TX,48,74,49,US House,28,Clifford Finley,natural law,1796,146135
1996,Texas,TX,48,74,49,US House,29,Jack W. Klinger,u.s. taxpayers,1340,91472
1996,Texas,TX,48,74,49,US House,29,Jack Rodriguez,republican,28381,91472
1996,Texas,TX,48,74,49,US House,29,Gene Green,democrat,61751,91472
1996,Texas,TX,48,74,49,US House,30,Lisa Hembry,independent,3501,113072
1996,Texas,TX,48,74,49,US House,30,James L. Sweatt,democrat,9909,113072
1996,Texas,TX,48,74,49,US House,30,Marvin E. Crenshaw,democrat,7765,113072
1996,Texas,TX,48,74,49,US House,30,Stevan A. Hammond,independent,468,113072
1996,Texas,TX,48,74,49,US House,30,Ada Grenado,independent,1278,113072
1996,Texas,TX,48,74,49,US House,30,Lisa Kitterman,republican,7761,113072
1996,Texas,TX,48,74,49,US House,30,NA,NA,3,113072
1996,Texas,TX,48,74,49,US House,30,Eddie Bernice Johnson,democrat,61723,113072
1996,Texas,TX,48,74,49,US House,30,John Hendry,republican,20664,113072
1996,Utah,UT,49,87,67,US House,1,Gregory J. Sanders,democrat,65866,219779
1996,Utah,UT,49,87,67,US House,1,Randall Tolpinrud,natural law,3787,219779
1996,Utah,UT,49,87,67,US House,1,James V. Hansen,republican,150126,219779
1996,Utah,UT,49,87,67,US House,2,Arly H. Pedersen,independent american,3070,236321
1996,Utah,UT,49,87,67,US House,2,NA,NA,24,236321
1996,Utah,UT,49,87,67,US House,2,Merrill Cook,republican,129963,236321
1996,Utah,UT,49,87,67,US House,2,Ross C. Anderson,democrat,100283,236321
1996,Utah,UT,49,87,67,US House,2,Catherine Carter,natural law,2981,236321
1996,Utah,UT,49,87,67,US House,3,Amy L. Lassen,libertarian,2341,207715
1996,Utah,UT,49,87,67,US House,3,"Gerald """"Bear"""" Slothower",unaffiliated,706,207715
1996,Utah,UT,49,87,67,US House,3,Bill Orton,democrat,98178,207715
1996,Utah,UT,49,87,67,US House,3,John Phillip Langford,socialist workers,270,207715
1996,Utah,UT,49,87,67,US House,3,Chris Cannon,republican,106220,207715
1996,Vermont,VT,50,13,6,US House,0,Robert Melamede,grassroots,1350,254706
1996,Vermont,VT,50,13,6,US House,0,Bernard Sanders,independent,140678,254706
1996,Vermont,VT,50,13,6,US House,0,Norio Kushi,natural law,812,254706
1996,Vermont,VT,50,13,6,US House,0,NA,NA,357,254706
1996,Vermont,VT,50,13,6,US House,0,Susan W. Sweetser,republican,83021,254706
1996,Vermont,VT,50,13,6,US House,0,Jack Long,democrat,23830,254706
1996,Vermont,VT,50,13,6,US House,0,Thomas J. Morse,libertarian,2693,254706
1996,Vermont,VT,50,13,6,US House,0,Peter Diamondstone,liberty union,1965,254706
1996,Virginia,VA,51,54,40,US House,1,Herbert H. Bateman,republican,165574,167235
1996,Virginia,VA,51,54,40,US House,1,NA,NA,1661,167235
1996,Virginia,VA,51,54,40,US House,2,John F. Tate,republican,57586,163996
1996,Virginia,VA,51,54,40,US House,2,NA,NA,195,163996
1996,Virginia,VA,51,54,40,US House,2,Owen B. Pickett,democrat,106215,163996
1996,Virginia,VA,51,54,40,US House,3,Robert C. Scott,democrat,118603,144418
1996,Virginia,VA,51,54,40,US House,3,NA,NA,34,144418
1996,Virginia,VA,51,54,40,US House,3,Elsie Goodwyn Holland,republican,25781,144418
1996,Virginia,VA,51,54,40,US House,4,"Anthony J. """"Tony"""" Zevgolis",republican,43516,203666
1996,Virginia,VA,51,54,40,US House,4,NA,NA,50,203666
1996,Virginia,VA,51,54,40,US House,4,Norman Sisisky,democrat,160100,203666
1996,Virginia,VA,51,54,40,US House,5,George C. Landrith III,republican,70869,197923
1996,Virginia,VA,51,54,40,US House,5,NA,NA,104,197923
1996,Virginia,VA,51,54,40,US House,5,"George R. """"Tex"""" Wood",reform,6627,197923
1996,Virginia,VA,51,54,40,US House,5,Virgil H. Goode Jr.,democrat,120323,197923
1996,Virginia,VA,51,54,40,US House,6,NA,NA,71,199361
1996,Virginia,VA,51,54,40,US House,6,Jeffrey W. Grey,democrat,61485,199361
1996,Virginia,VA,51,54,40,US House,6,Bob Goodlatte,republican,133576,199361
1996,Virginia,VA,51,54,40,US House,6,Jay P. Rutledge,independent,4229,199361
1996,Virginia,VA,51,54,40,US House,7,Roderic H. Slayton,democrat,51206,252505
1996,Virginia,VA,51,54,40,US House,7,Bradley E. Evans,independent,11527,252505
1996,Virginia,VA,51,54,40,US House,7,NA,NA,128,252505
1996,Virginia,VA,51,54,40,US House,7,Tom Bliley,republican,189644,252505
1996,Virginia,VA,51,54,40,US House,8,R. Ward Edmonds,reform,6243,229421
1996,Virginia,VA,51,54,40,US House,8,NA,NA,303,229421
1996,Virginia,VA,51,54,40,US House,8,James P. Moran,democrat,152334,229421
1996,Virginia,VA,51,54,40,US House,8,John E. Otey,republican,64562,229421
1996,Virginia,VA,51,54,40,US House,8,Charles Stenard Severance,independent,740,229421
1996,Virginia,VA,51,54,40,US House,8,Sarina J. Grosswald,independent,5239,229421
1996,Virginia,VA,51,54,40,US House,9,Rick Boucher,democrat,122908,189077
1996,Virginia,VA,51,54,40,US House,9,"Thomas I. """"Tom"""" Roberts",reform,8080,189077
1996,Virginia,VA,51,54,40,US House,9,NA,NA,34,189077
1996,Virginia,VA,51,54,40,US House,9,Patrick C. Muldoon,republican,58055,189077
1996,Virginia,VA,51,54,40,US House,10,Gary A. Reams,independent,6500,235013
1996,Virginia,VA,51,54,40,US House,10,"Robert L. """"Bob"""" Weinberg",democrat,59145,235013
1996,Virginia,VA,51,54,40,US House,10,Frank R. Wolf,republican,169266,235013
1996,Virginia,VA,51,54,40,US House,10,NA,NA,102,235013
1996,Virginia,VA,51,54,40,US House,11,"C. W. """"Levi"""" Levy",independent,2842,216482
1996,Virginia,VA,51,54,40,US House,11,Thomas M. Davis,republican,138758,216482
1996,Virginia,VA,51,54,40,US House,11,NA,NA,181,216482
1996,Virginia,VA,51,54,40,US House,11,"Thomas J. """"Tom"""" Horton",democrat,74701,216482
1996,Washington,WA,53,91,73,US House,1,Jeff Coopersmith,democrat,122187,264135
1996,Washington,WA,53,91,73,US House,1,Rick White,republican,141948,264135
1996,Washington,WA,53,91,73,US House,2,Kevin Quigley,democrat,122728,256944
1996,Washington,WA,53,91,73,US House,2,Jack Metcalf,republican,124655,256944
1996,Washington,WA,53,91,73,US House,2,Karen Leibrant,natural law,9561,256944
1996,Washington,WA,53,91,73,US House,3,Brian Baird,democrat,122230,245347
1996,Washington,WA,53,91,73,US House,3,Linda Smith,republican,123117,245347
1996,Washington,WA,53,91,73,US House,4,Doc Hastings,republican,108647,205149
1996,Washington,WA,53,91,73,US House,4,Rick Locke,democrat,96502,205149
1996,Washington,WA,53,91,73,US House,5,George R. Nethercutt Jr.,republican,131618,236784
1996,Washington,WA,53,91,73,US House,5,Judy Olson,democrat,105166,236784
1996,Washington,WA,53,91,73,US House,6,Bill Tinsley,republican,71337,235910
1996,Washington,WA,53,91,73,US House,6,Norman D. Dicks,democrat,155467,235910
1996,Washington,WA,53,91,73,US House,6,Michael Huddleston,natural law,3545,235910
1996,Washington,WA,53,91,73,US House,6,Ted Haley,independent,5561,235910
1996,Washington,WA,53,91,73,US House,7,Frank Kleschen,republican,49341,259094
1996,Washington,WA,53,91,73,US House,7,Jim McDermott,democrat,209753,259094
1996,Washington,WA,53,91,73,US House,8,Jennifer Dunn,republican,170691,261031
1996,Washington,WA,53,91,73,US House,8,Dave Little,democrat,90340,261031
1996,Washington,WA,53,91,73,US House,9,Adam Smith,democrat,105236,209867
1996,Washington,WA,53,91,73,US House,9,Randy Tate,republican,99199,209867
1996,Washington,WA,53,91,73,US House,9,David Gruenstein,natural law,5432,209867
1996,West Virginia,WV,54,55,56,US House,1,Alan B. Mollohan,democrat,171334,171334
1996,West Virginia,WV,54,55,56,US House,2,Robert E. Wise Jr.,democrat,141551,205484
1996,West Virginia,WV,54,55,56,US House,2,Greg Morris,republican,63933,205484
1996,West Virginia,WV,54,55,56,US House,3,Nick J. Rahall II,democrat,145550,145550
1996,Wisconsin,WI,55,35,25,US House,1,Lydia C. Spottswood,democrat,114148,232801
1996,Wisconsin,WI,55,35,25,US House,1,scatter,,245,232801
1996,Wisconsin,WI,55,35,25,US House,1,Mark W. Neumann,republican,118408,232801
1996,Wisconsin,WI,55,35,25,US House,2,Scott L. Klug,republican,154557,269374
1996,Wisconsin,WI,55,35,25,US House,2,Paul R. Soglin,democrat,110467,269374
1996,Wisconsin,WI,55,35,25,US House,2,scatter,,124,269374
1996,Wisconsin,WI,55,35,25,US House,2,Ben Masel,liberty union,4226,269374
1996,Wisconsin,WI,55,35,25,US House,3,James E. Harsdorf,republican,112146,234650
1996,Wisconsin,WI,55,35,25,US House,3,scatter,,537,234650
1996,Wisconsin,WI,55,35,25,US House,3,Ron Kind,democrat,121967,234650
1996,Wisconsin,WI,55,35,25,US House,4,Tom Reynolds,republican,98438,233284
1996,Wisconsin,WI,55,35,25,US House,4,Gerlad D. Kleczka,democrat,134470,233284
1996,Wisconsin,WI,55,35,25,US House,4,scatter,,376,233284
1996,Wisconsin,WI,55,35,25,US House,5,scatter,,310,192569
1996,Wisconsin,WI,55,35,25,US House,5,James D. Soderna,u.s. taxpayers,3696,192569
1996,Wisconsin,WI,55,35,25,US House,5,Thomas M. Barrett,democrat,141179,192569
1996,Wisconsin,WI,55,35,25,US House,5,Paul D. Melotik,republican,47384,192569
1996,Wisconsin,WI,55,35,25,US House,6,Timothy Farness,u.s. taxpayers,2532,231719
1996,Wisconsin,WI,55,35,25,US House,6,Al Lindskoog,democrat,55377,231719
1996,Wisconsin,WI,55,35,25,US House,6,James Dean,libertarian,4494,231719
1996,Wisconsin,WI,55,35,25,US House,6,Thomas E. Petri,republican,169213,231719
1996,Wisconsin,WI,55,35,25,US House,6,scatter,,103,231719
1996,Wisconsin,WI,55,35,25,US House,7,scatter,,105,240898
1996,Wisconsin,WI,55,35,25,US House,7,David R. Obey,democrat,137428,240898
1996,Wisconsin,WI,55,35,25,US House,7,Scott West,republican,103365,240898
1996,Wisconsin,WI,55,35,25,US House,8,scatter,,208,249157
1996,Wisconsin,WI,55,35,25,US House,8,Jay W. Johnson,democrat,129551,249157
1996,Wisconsin,WI,55,35,25,US House,8,David Prosser,republican,119398,249157
1996,Wisconsin,WI,55,35,25,US House,9,Floyd Brenholt,democrat,67740,265875
1996,Wisconsin,WI,55,35,25,US House,9,scatter,,225,265875
1996,Wisconsin,WI,55,35,25,US House,9,F. James Sensenbrenner,republican,197910,265875
1996,Wyoming,WY,56,83,68,US House,0,Barbara Cubin,republican,116004,209983
1996,Wyoming,WY,56,83,68,US House,0,Pete Maxfield,democrat,85724,209983
1996,Wyoming,WY,56,83,68,US House,0,Dave Dawson,libertarian,8255,209983
1998,Alabama,AL,1,63,41,US House,1,NA,NA,692,113564
1998,Alabama,AL,1,63,41,US House,1,Sonny Callahan,republican,112872,113564
1998,Alabama,AL,1,63,41,US House,2,NA,NA,105,189669
1998,Alabama,AL,1,63,41,US House,2,Terry Everett,republican,131428,189669
1998,Alabama,AL,1,63,41,US House,2,Joe Fondren,democrat,58136,189669
1998,Alabama,AL,1,63,41,US House,3,Bob Riley,republican,101731,175217
1998,Alabama,AL,1,63,41,US House,3,NA,NA,129,175217
1998,Alabama,AL,1,63,41,US House,3,Joe Turnham,democrat,73357,175217
1998,Alabama,AL,1,63,41,US House,4,Don Bevill,democrat,82065,188476
1998,Alabama,AL,1,63,41,US House,4,Robert B. Aderholt,republican,106297,188476
1998,Alabama,AL,1,63,41,US House,4,NA,NA,114,188476
1998,Alabama,AL,1,63,41,US House,5,Gil Aust,republican,58536,193490
1998,Alabama,AL,1,63,41,US House,5,"Robert E. (Bud) Cramer, Jr.",democrat,134819,193490
1998,Alabama,AL,1,63,41,US House,5,NA,NA,135,193490
1998,Alabama,AL,1,63,41,US House,6,Spencer Bachus,republican,154761,215582
1998,Alabama,AL,1,63,41,US House,6,NA,NA,164,215582
1998,Alabama,AL,1,63,41,US House,6,Donna Wesson Smalley,democrat,60657,215582
1998,Alabama,AL,1,63,41,US House,7,NA,NA,2750,139181
1998,Alabama,AL,1,63,41,US House,7,Earl F. Hilliard,democrat,136431,139181
1998,Alaska,AK,2,94,81,US House,0,Jim Duncan,democrat,77232,223300
1998,Alaska,AK,2,94,81,US House,0,"John J. G. """"Johnny"""" Grames",green,5923,223300
1998,Alaska,AK,2,94,81,US House,0,Don Young,republican,139676,223300
1998,Alaska,AK,2,94,81,US House,0,NA,NA,469,223300
1998,Arizona,AZ,4,86,61,US House,1,David Mendoza,democrat,54108,152948
1998,Arizona,AZ,4,86,61,US House,1,Matt Salmon,republican,98840,152948
1998,Arizona,AZ,4,86,61,US House,2,Gregoy Schultz,reform,911,84363
1998,Arizona,AZ,4,86,61,US House,2,Ed Barron,republican,23628,84363
1998,Arizona,AZ,4,86,61,US House,2,Rick Duncan,libertarian,2646,84363
1998,Arizona,AZ,4,86,61,US House,2,Ed Pastor,democrat,57178,84363
1998,Arizona,AZ,4,86,61,US House,3,NA,NA,26,204623
1998,Arizona,AZ,4,86,61,US House,3,Bob Stump,republican,137618,204623
1998,Arizona,AZ,4,86,61,US House,3,Stuart Marc Starky,democrat,66979,204623
1998,Arizona,AZ,4,86,61,US House,4,Eric Ehst,democrat,49538,158822
1998,Arizona,AZ,4,86,61,US House,4,Ernest Hancock,libertarian,3805,158822
1998,Arizona,AZ,4,86,61,US House,4,John B. Shadegg,republican,102722,158822
1998,Arizona,AZ,4,86,61,US House,4,Doug Quelland,independent,2757,158822
1998,Arizona,AZ,4,86,61,US House,5,Tom Volgy,democrat,91030,201473
1998,Arizona,AZ,4,86,61,US House,5,Jim Kolbe,republican,103952,201473
1998,Arizona,AZ,4,86,61,US House,5,"Robert """"Bob"""" Connery, Sr.",reform,1545,201473
1998,Arizona,AZ,4,86,61,US House,5,Phil Murphy,libertarian,4946,201473
1998,Arizona,AZ,4,86,61,US House,6,J. D. Hayworth,republican,106891,201537
1998,Arizona,AZ,4,86,61,US House,6,Robert Anderson,libertarian,6645,201537
1998,Arizona,AZ,4,86,61,US House,6,Steve Owens,democrat,88001,201537
1998,Arkansas,AR,5,71,42,US House,1,Marion Berry,democrat,1,1
1998,Arkansas,AR,5,71,42,US House,2,Vic Snyder,democrat,100334,173071
1998,Arkansas,AR,5,71,42,US House,2,Phil Wyrick,republican,72737,173071
1998,Arkansas,AR,5,71,42,US House,3,Asa Hutchinson,republican,154780,191697
1998,Arkansas,AR,5,71,42,US House,3,Ralph Forbes,reform,36917,191697
1998,Arkansas,AR,5,71,42,US House,4,Judy Smith,democrat,68194,160540
1998,Arkansas,AR,5,71,42,US House,4,Jay Dickey,republican,92346,160540
1998,California,CA,6,93,71,US House,1,Mike Thompson,democrat,121713,196805
1998,California,CA,6,93,71,US House,1,"Ernest K. Jones, Jr.",peace and freedom,4996,196805
1998,California,CA,6,93,71,US House,1,Emil P. Rossi,libertarian,5404,196805
1998,California,CA,6,93,71,US House,1,Mark C. Luce,republican,64692,196805
1998,California,CA,6,93,71,US House,2,Roberts 'Rob' Braden,democrat,70837,205347
1998,California,CA,6,93,71,US House,2,Wally Herger,republican,128372,205347
1998,California,CA,6,93,71,US House,2,Patrice Thiessen,natural law,6138,205347
1998,California,CA,6,93,71,US House,3,Sandie Dunn,democrat,86471,192006
1998,California,CA,6,93,71,US House,3,Doug Ose,republican,100621,192006
1998,California,CA,6,93,71,US House,3,Ross Crain,libertarian,4914,192006
1998,California,CA,6,93,71,US House,4,Dan Winterrowd,libertarian,7524,248224
1998,California,CA,6,93,71,US House,4,John T. Doolittle,republican,155306,248224
1998,California,CA,6,93,71,US House,4,David Shapiro,democrat,85394,248224
1998,California,CA,6,93,71,US House,5,Robert T. Matsui,democrat,130715,181768
1998,California,CA,6,93,71,US House,5,Douglas Arthur Tuma,libertarian,3746,181768
1998,California,CA,6,93,71,US House,5,Robert S. Dinsmore,republican,47307,181768
1998,California,CA,6,93,71,US House,6,Lynn C. Woolsey,democrat,158446,232981
1998,California,CA,6,93,71,US House,6,Ken McAuliffe,republican,69295,232981
1998,California,CA,6,93,71,US House,6,Alan R. Barreca,natural law,5240,232981
1998,California,CA,6,93,71,US House,7,George Miller,democrat,125842,164132
1998,California,CA,6,93,71,US House,7,Norman H. Reece,republican,38290,164132
1998,California,CA,6,93,71,US House,8,Nancy Pelosi,democrat,148027,172462
1998,California,CA,6,93,71,US House,8,David J. Martz,republican,20781,172462
1998,California,CA,6,93,71,US House,8,David Smithstein,natural law,3654,172462
1998,California,CA,6,93,71,US House,9,Gerald Sanders,peace and freedom,4767,169895
1998,California,CA,6,93,71,US House,9,Walter Ruehlig,natural law,1975,169895
1998,California,CA,6,93,71,US House,9,Claiborne 'Clay' Sanders,republican,22431,169895
1998,California,CA,6,93,71,US House,9,Barbara Lee,democrat,140722,169895
1998,California,CA,6,93,71,US House,10,John Place,reform,3435,237809
1998,California,CA,6,93,71,US House,10,Charles Ball,republican,103299,237809
1998,California,CA,6,93,71,US House,10,Valerie Janlois,natural law,3941,237809
1998,California,CA,6,93,71,US House,10,Ellen O. Tauscher,democrat,127134,237809
1998,California,CA,6,93,71,US House,11,Robert L. Figueroa,democrat,56345,155449
1998,California,CA,6,93,71,US House,11,Richard W. Pombo,republican,95496,155449
1998,California,CA,6,93,71,US House,11,Jesse Baird,libertarian,3608,155449
1998,California,CA,6,93,71,US House,12,Robert H. Evans,republican,36562,173212
1998,California,CA,6,93,71,US House,12,Tom Lantos,democrat,128135,173212
1998,California,CA,6,93,71,US House,12,Michael J. Moloney,libertarian,8515,173212
